Preset and Sample Listing for MODULA KONTROL 7-Performance.exb
Sun Jul 19 11:15:56 2026

Presets

Number  	Bank:Prog   	Name                              	Category
2465    	24000 Hz      	54,190 bytes  	Dp Snare 1 ff                     	
2466    	24000 Hz      	93,550 bytes  	Dp Snare 1 mf                     	
2467    	24000 Hz      	22,332 bytes  	Sn Xstk mf SP                     	
2468    	28000 Hz      	86,518 bytes  	Pic n#s ff Rim 2                  	
2469    	28000 Hz      	91,668 bytes  	Pic n#s ff Rim 1                  	
2470    	20000 Hz      	50,456 bytes  	Pic n#s mf Rim                    	
2471    	20000 Hz      	141,970 bytes 	Floor Tom mf                      	
2472    	28000 Hz      	32,848 bytes  	Buju ff                           	
2473    	20000 Hz      	22,340 bytes  	Buju f                            	
2474    	20000 Hz      	22,634 bytes  	Buju  mf                          	
2475    	24000 Hz      	68,712 bytes  	Snr Brush 1                       	
2476    	24000 Hz      	71,504 bytes  	Snr Brush 2                       	
2477    	24000 Hz      	38,962 bytes  	Chuck Brush 1                     	
2478    	24000 Hz      	25,904 bytes  	Chuck Brush 2                     	
2479    	24000 Hz      	17,008 bytes  	Chuck Brush 3                     	
2480    	28000 Hz      	44,734 bytes  	Snare Swipe up6                   	
2481    	20000 Hz      	3,844 bytes   	No Snare 3                        	
2482    	24000 Hz      	5,102 bytes   	Snare 5                           	
2483    	22000 Hz      	7,120 bytes   	Snare 6                           	
2484    	22000 Hz      	4,014 bytes   	Snare 7                           	
2485    	18000 Hz      	3,580 bytes   	909 Snare 1                       	
2486    	18000 Hz      	5,048 bytes   	No Snare 2                        	
2487    	24000 Hz      	5,244 bytes   	Nother Rev Snare                  	
2488    	44100 Hz      	13,172 bytes  	Corey Stick                       	
2489    	44100 Hz      	16,240 bytes  	C' Ron Snare                      	
2490    	44100 Hz      	8,322 bytes   	B2 Stick                          	
2491    	44100 Hz      	7,666 bytes   	Hip Stick                         	
2492    	18000 Hz      	9,412 bytes   	909 Tom Low                       	
2493    	23999 Hz      	10,424 bytes  	909 Tom Mid Fr                    	
2494    	24509 Hz      	3,336 bytes   	Tom Lo Analog                     	
2495    	20000 Hz      	2,942 bytes   	Tom Hi Analog                     	
2496    	32895 Hz      	2,364 bytes   	Syn Drummer                       	
2497    	23999 Hz      	9,160 bytes   	909 Tom Mid Bk                    	
2498    	25639 Hz      	1,874 bytes   	Dry Tick                          	
2499    	18000 Hz      	2,238 bytes   	Cow Bell 909                      	
2500    	28000 Hz      	156,412 bytes 	Tom 01 pp                         	
2501    	20000 Hz      	156,148 bytes 	Floor Tom ff                      	
2502    	32000 Hz      	193,074 bytes 	Tom 02 ff                         	
2503    	31000 Hz      	190,472 bytes 	Tom 01 f                          	
2504    	20000 Hz      	136,378 bytes 	Floor Tom f                       	
2505    	20000 Hz      	114,204 bytes 	Tom 01 mf                         	
2506    	28000 Hz      	144,938 bytes 	Tom 02 mf                         	
2507    	36000 Hz      	169,642 bytes 	Tom 03 mf                         	
2508    	36000 Hz      	166,456 bytes 	Tom 03 ff                         	
2509    	48000 Hz      	14,818 bytes  	Sean Mouth 3                      	
2510    	48000 Hz      	4,708 bytes   	Janis Mouth 4                     	
2511    	36000 Hz      	137,426 bytes 	DW Tom Brush 4                    	
2512    	20000 Hz      	74,270 bytes  	DW Tom Brush 3                    	
2513    	30000 Hz      	128,812 bytes 	DW Tom Brush 5                    	
2514    	30000 Hz      	97,648 bytes  	DW Tom Brush 6                    	
2515    	24000 Hz      	139,334 bytes 	DW Tom Brush 2                    	
2516    	24000 Hz      	156,882 bytes 	DW Tom Brush 1                    	
2517    	24000 Hz      	33,896 bytes  	GKick 1                           	
2518    	12000 Hz      	29,360 bytes  	GKick 2                           	
2519    	24000 Hz      	55,490 bytes  	GKick 3                           	
2520    	24000 Hz      	55,536 bytes  	GKick 4                           	
2521    	24000 Hz      	79,476 bytes  	GKick 5                           	
2522    	24000 Hz      	33,754 bytes  	Sidestick 4                       	
2523    	24000 Hz      	77,132 bytes  	GKick 6                           	
2524    	48000 Hz      	153,934 bytes 	GKick 11                          	
2525    	36000 Hz      	60,486 bytes  	Sidestick 5                       	
2526    	28000 Hz      	560,586 bytes 	Open Hat 4 up3                    	
2527    	24000 Hz      	75,758 bytes  	GTom 01                           	
2528    	28000 Hz      	132,052 bytes 	GTom 02                           	
2529    	28000 Hz      	167,296 bytes 	GTom 03                           	
2530    	22000 Hz      	132,938 bytes 	GTom 04                           	
2531    	32000 Hz      	65,506 bytes  	Ludwig Snare 13                   	
2532    	24000 Hz      	163,480 bytes 	GTom 05                           	
2533    	36000 Hz      	226,644 bytes 	GTom 06                           	
2534    	22000 Hz      	59,970 bytes  	GTom 07                           	
2535    	33000 Hz      	67,800 bytes  	Ludwig Snare 10                   	
2536    	22000 Hz      	62,616 bytes  	GTom 08                           	
2537    	31000 Hz      	56,910 bytes  	Ludwig Snare 11                   	
2538    	24000 Hz      	79,126 bytes  	GTom 09                           	
2539    	24000 Hz      	84,966 bytes  	GTom 10                           	
2540    	24000 Hz      	100,792 bytes 	GTom 11                           	
2541    	24000 Hz      	109,340 bytes 	GTom 12                           	
2542    	24000 Hz      	123,058 bytes 	GTom 13                           	
2543    	36000 Hz      	74,844 bytes  	GTom 14                           	
2544    	24000 Hz      	24,328 bytes  	Sidestick 1                       	
2545    	36000 Hz      	91,308 bytes  	GTom 15                           	
2546    	36000 Hz      	42,744 bytes  	Sidestick 2                       	
2547    	24000 Hz      	67,110 bytes  	GTom 16                           	
2548    	24000 Hz      	78,046 bytes  	GTom 17                           	
2549    	41000 Hz      	90,752 bytes  	Wood Snr 2                        	
2550    	24000 Hz      	80,706 bytes  	GTom 18                           	
2551    	36000 Hz      	65,398 bytes  	Wood Snr 1                        	
2552    	36000 Hz      	66,878 bytes  	Wood Snr 3                        	
2553    	32000 Hz      	430,446 bytes 	Open Hat 1 up3                    	
2554    	28000 Hz      	71,712 bytes  	Buzz Roll                         	
2555    	31000 Hz      	585,786 bytes 	Ride 1                            	
2556    	31000 Hz      	481,030 bytes 	P Crash 4 up3                     	
2557    	31000 Hz      	66,146 bytes  	Ludwig Snare 12                   	
2558    	36000 Hz      	64,294 bytes  	Ludwig Snare 14                   	
2559    	39000 Hz      	115,512 bytes 	Ludwig Snare 15                   	
2560    	36000 Hz      	83,856 bytes  	Ludwig Snare 16                   	
2561    	39000 Hz      	95,522 bytes  	Ludwig Snare 17                   	
2562    	39000 Hz      	134,676 bytes 	Ludwig Snare 18                   	
2563    	31000 Hz      	439,796 bytes 	P Crash 1 up3                     	
2564    	29000 Hz      	449,820 bytes 	P Crash 2 up3                     	
2565    	29000 Hz      	461,500 bytes 	P Crash 3 up3                     	
2566    	36000 Hz      	67,598 bytes  	Pedal 3                           	
2567    	27000 Hz      	74,616 bytes  	GKick 7                           	
2568    	20000 Hz      	52,528 bytes  	GKick 8                           	
2569    	24000 Hz      	76,402 bytes  	GKick 9                           	
2570    	24000 Hz      	72,048 bytes  	GKick 10                          	
2571    	36000 Hz      	50,826 bytes  	Sidestick 3                       	
2572    	36000 Hz      	75,424 bytes  	Closed Hat 3                      	
2573    	36000 Hz      	77,168 bytes  	Closed Hat 1                      	
2574    	36000 Hz      	92,250 bytes  	Closed Hat 2                      	
2575    	48000 Hz      	61,344 bytes  	Pedal 1                           	
2576    	29000 Hz      	39,650 bytes  	Pedal 2                           	
2577    	36000 Hz      	368,400 bytes 	Open Hat 2 up3                    	
2578    	32000 Hz      	572,826 bytes 	Open Hat 3 up3                    	
2579    	28690 Hz      	31,784 bytes  	Crash 4 up3 Bk                    	
2580    	24000 Hz      	11,846 bytes  	808 Cymbal                        	
2581    	26000 Hz      	10,862 bytes  	Cymbal                            	
2582    	31000 Hz      	55,998 bytes  	Crash 3 up6                       	
2583    	24000 Hz      	33,674 bytes  	Hi CrashChoke up6                 	
2584    	24000 Hz      	3,026 bytes   	SK-1 HiHat Close                  	
2585    	24000 Hz      	15,722 bytes  	SK-1 HiHat Open                   	
2586    	26000 Hz      	4,344 bytes   	Happy Hat Bk                      	
2587    	44100 Hz      	10,724 bytes  	Az Hat 2                          	
2588    	44100 Hz      	21,292 bytes  	Corey Hat 3                       	
2589    	44001 Hz      	20,198 bytes  	Foot Hat                          	
2590    	44001 Hz      	23,622 bytes  	Light Hat                         	
2591    	44001 Hz      	1,476 bytes   	Higher Hat                        	
2592    	44001 Hz      	18,048 bytes  	Hip Hat                           	
2593    	44100 Hz      	4,124 bytes   	Busta Hat                         	
2594    	44100 Hz      	8,884 bytes   	Evans Hat                         	
2595    	31000 Hz      	26,872 bytes  	OP HHAT                           	
2596    	24000 Hz      	9,456 bytes   	Power Kick                        	
2597    	28000 Hz      	10,152 bytes  	Mini Kick 1 Fwd                   	
2598    	44100 Hz      	16,774 bytes  	Az Kick 1                         	
2599    	44100 Hz      	27,044 bytes  	Az Kick 2                         	
2600    	44100 Hz      	14,046 bytes  	Az Kick 3                         	
2601    	44100 Hz      	9,348 bytes   	Corey Kick 1                      	
2602    	44001 Hz      	7,636 bytes   	Big Bass                          	
2603    	44100 Hz      	23,234 bytes  	Mod Hit                           	
2604    	33333 Hz      	6,786 bytes   	Rubber Kick                       	
2605    	44100 Hz      	6,274 bytes   	Hip Kick 1                        	
2606    	44100 Hz      	10,090 bytes  	Cym Kick                          	
2607    	24000 Hz      	13,940 bytes  	Bass Drum Ex2                     	
2608    	20000 Hz      	11,722 bytes  	NotherDrop                        	
2609    	44100 Hz      	16,280 bytes  	C' Ron Kick                       	
2610    	48000 Hz      	18,970 bytes  	Janis Mouth 2                     	
2611    	25000 Hz      	16,934 bytes  	Kick Tam                          	
2612    	30000 Hz      	10,766 bytes  	Kick 10                           	
2613    	27778 Hz      	12,248 bytes  	Cracked Kick                      	
2614    	24000 Hz      	5,274 bytes   	SK-1 Boop                         	
2615    	21993 Hz      	4,258 bytes   	Claps 808 Fwd                     	
2616    	44100 Hz      	9,702 bytes   	Corey Clap 1                      	
2617    	44100 Hz      	32,118 bytes  	Clip Snare 1                      	
2618    	44100 Hz      	7,546 bytes   	Corey Clap 3                      	
2619    	44100 Hz      	13,246 bytes  	Busta Clap                        	
2620    	44100 Hz      	18,236 bytes  	Whoosha Clap                      	
2621    	21993 Hz      	3,206 bytes   	Claps 808  Bk                     	
2622    	44100 Hz      	7,822 bytes   	Clap 2                            	
2623    	24000 Hz      	4,186 bytes   	SK-1 Snare Fwd                    	
2624    	24000 Hz      	3,962 bytes   	SK-1 Snare Bk                     	
2625    	44100 Hz      	16,442 bytes  	Chic Snare 1                      	
2626    	44100 Hz      	12,504 bytes  	Bootsy Snare 1                    	
2627    	44100 Hz      	12,954 bytes  	Bootsy Snare 2                    	
2628    	44100 Hz      	14,450 bytes  	Az Snare                          	
2629    	44100 Hz      	8,852 bytes   	Brown Snare                       	
